"product_uid","name","value"
100052,"Bullet04","Sunbrella acrylic canopy backed by 5-year warranty"
100052,"Bullet05","1-year warranty on pole and frame"
100052,"Bullet06","Secure cross arm with base weights (sold separately) or patio stones (not included)"
100052,"Canopy Color","Beige"
100052,"Canopy Shape","Octagon"
100052,"Color Family","Beige"
100052,"MFG Brand Name","Swim Time"
100052,"Opening Mechanism","Crank lift system"
100052,"Outdoor Living Product Type","Patio Umbrella"
100052,"Patio Furniture Features","Sunbrella fabric,Tiltable,UV protected"
100052,"Pattern Style","Solid"
100052,"Pole Color","Bronze"
100052,"Pole Diameter (in.)","2"
100052,"Pole Material","Aluminum"
100052,"Product Weight (lb.)","29"
100052,"Rib Material","Aluminum"
100052,"Umbrella Canopy Diameter (ft.)","10"
100052,"Umbrella Canopy Material","Acrylic"
100052,"Umbrella Height (in.)","99"
100052,"Umbrella Type","Cantilever"
100053,"Bullet01","Provides expansion and contraction reinforcement for concrete"
100053,"Bullet02","Used when pouring concrete pads for added strength"
100053,"Bullet03","Easier to use than rebar"
100053,"Bullet04","Astm A615 material"
100053,"Bullet05","750 sq. ft. Per roll"
100053,"Bullet20","Note: Product may vary by store."
100053,"Diameter (in.)",".1 in"
100053,"Grade","40"
100053,"MFG Brand Name","Unbranded"
100053,"Product Depth (in.)","0.25"
100053,"Product Height (in.)","60"
100053,"Product Length (in.)","60"
100053,"Product Weight (lb.)","150"
100053,"Product Width (in.)","1800"
100053,"Type","Rebar"
100054,"Assembled Depth (in.)","4.563 in"
100054,"Assembled Height (in.)","82.375 in"
100054,"Assembled Width (in.)","37.5 in"
100054,"Bullet01","Polyurethane injected for higher insulation value, strengthening the door from the inside out"
100054,"Bullet02","24-gauge, hot dipped galvanized steel adds strength to your door and prevents rusting for a lifetime"
100054,"Bullet03","Finger-jointed kiln dried pine prevents warping and rotting for long-lasting performance"
100054,"Bullet04","Magnetic weatherstripping seals door from all elements for added protection"
100054,"Bullet05","Straight-line design provides a modern aesthetic"
100054,"Bullet06","Inspired by the great architectural traditions of the 20th century, this series offers you a classic look for your home's entrance"
100054,"Bullet07","STANCOAT state-of-the-art thermo hardened finish for long-lasting protection is virtually maintenance-free and enhances the look of your entrance door, Stanley textured coating is your assurance of quality and superior performance whatever climatic conditions exist"
100054,"Bullet08","Double bore allows easy installation of lock and deadbolt of your choice"
100054,"Bullet09","Energy efficient and energy star certified to save on heating"
100054,"Bullet10","From outside, opens toward the inside of the home with the hinges on the right"
100054,"Color Family","White"
100054,"Color/Finish","Prefinished white"
100054,"Commercial","No"
100054,"Door Configuration","Single Door"
100054,"Door Handing","Right-Hand/Inswing"
100054,"Door Material","Galvanized Steel"
100054,"Door Size (WxH) in.","36 x 80"
100054,"Door Style","Classic,Modern"
100054,"Door Thickness (in.)","1.75"
100054,"Door Type","Exterior Prehung"
100054,"Energy Star Qualified","Northern"
100054,"Features","Weatherstripping"
100054,"Finish Type","Painted"
100054,"Finished Opening Height (in.)","82.25"
100054,"Finished Opening Width (in.)","33.5"
100054,"Fire rating","None"
100054,"Glass Caming Finish","Patina"
100054,"Glass Style","Decorative"
100054,"Glass Type","3/4 Lite"
100054,"Hinge Finish","Silver"
100054,"Included","No additional items or accessories included"
100054,"Jamb Size (in.)","4-9/16"""
100054,"Material","Steel"
100054,"MFG Brand Name","Stanley Doors"
100054,"Number of Hinges","3"
100054,"Panel Type","1 Panel"
100054,"Product Weight (lb.)","135"
100054,"Rough Opening Height","82.75"
100054,"Rough Opening Width","37.5"
100055,"Bullet01","Spot resist stainless finish resists fingerprints and water spots for a cleaner looking kitchen"
100055,"Bullet02","Features duralock quick connect system for easy installation"
100055,"Bullet03","3 function wand design: aerated stream for everyday cleaning; pause function lets you conveniently stop water flow from the spray head; powerful rinse for heavy-duty cleaning"
100055,"Bullet04","Pull-down design offers at-your-fingertips water delivery"
100055,"Bullet05","Soap/lotion dispenser included for fully coordinated convenience"
100055,"Bullet06","Flexible supply lines with 3/8 in. compression fittings connect directly to supply stop"
100055,"Certifications and Listings","CSA Certified"
100055,"Color Family","Stainless Steel"
100055,"Color/Finish","Spot Resist Stainless"
100055,"Commercial / Residential","Residential"
100055,"Connection size (in.)","3/8 In."
100055,"Extension length (in.)","68"
100055,"Faucet Features","Adjustable Flow Rate,Adjustable Stream,Fingerprint/Spot Resistant"
100055,"Faucet Included Components","Separate deck plate,Soap Dispenser"
100055,"Faucet type","Kitchen Faucet"
100055,"Flow rate (gallons per minute)","1.5"
100055,"Handle Type","Lever"
100055,"Housing Material","Metal"
100055,"Kitchen Faucet Type","Pull Down"
100055,"MFG Brand Name","MOEN"
100055,"Number of Faucet Holes Required","1,4"
100055,"Spout height (in.)","15.75"
100055,"Spout Reach (in.)","8.78"
100055,"Spout Type","High Arc"
100055,"Touchless/Touch On","Neither"
100055,"Valve material","Ceramic"
100056,"Bullet01","All-natural"
100056,"Bullet02","Environment friendly"
100056,"Bullet03","Virtually non-corrosive"
100056,"Bullet04","Water soluble"
100056,"Bullet05","Non-staining"
100056,"Bullet06","Non-toxic"
100056,"Bullet07","Safe on all surfaces"
100056,"Bullet08","Safe around pets and plants"
100056,"Bullet09","Meets stringent US environmental specs"
100056,"Bullet10","Can reduce an accumulation of snow if used at the start of a storm"
100056,"Bullet11","-20°F low temperature residual spot de-icer"
100056,"Concentrated","No"
100056,"Ice Melt Features","Includes Magnesium Chloride,Safe for Pets,Safe for Vegetation"
100056,"Lowest effective temperature (F)","-20"
100056,"MFG Brand Name","Bare Ground"
100056,"Outdoor Living Product Type","Ice Melt"
100056,"Package size (gallons)","4"
100056,"Product Depth (in.)","12"
100056,"Product Form","Liquid"
100056,"Product Height (in.)","12"
100056,"Product Width (in.)","12"
100057,"Bullet01","Dimensions: 6-1/4 in. x 15 in. x 93 in., 8 pieces (77.5 sq. ft. / bag)"
100057,"Bullet02","Application: 2 in. x 6 in. walls (Interior / exterior ), floors"
100057,"Bullet03","Completely fills the cavity, eliminating gaps and the need for additional handwork"
100057,"Bullet04","Provides thermal performance and helps lower monthly heating / cooling costs"
100057,"Bullet05","EcoTouch insulation helps control sound; add to bedrooms, home office, family room, utility room, kitchen and bathroom"
100057,"Bullet06","Can be combined with FOAMULAR insulating sheathing to achieve greater R-value in exterior wall applications"
100057,"Coverage Area (sq. ft.)","77.5"
100057,"ENERGY STAR Certified","Yes"
100057,"Faced or Unfaced","Faced"
100057,"Formaldehyde Free","Yes"
100057,"Insulation Application Type","2x6 Walls,Crawlspaces,Floors"
100057,"Insulation R-Value","19"
100057,"Insulation Type","Fiberglass"
100057,"MFG Brand Name","Owens Corning"
100057,"Product Depth (in.)","93"
100057,"Product Height (in.)","6.25"
100057,"Product Length (ft.)","7.75 ft"
100057,"Product Thickness (in.)","6.25 in"
100057,"Product Weight (lb.)","22"
100057,"Product Width (in.)","15"
100057,"Roll or Batt","Batt"
100057,"Vapor Retardent","Yes"
100058,"Battery Life (hours)","7"
100058,"Battery Size","N/A"
100058,"Bulb Type","LED"
100058,"Bullet01","Turns on automatically when the power goes out"
100058,"Bullet02","7 hour run time on full charge"
100058,"Bullet03","Manual on/off switch"
100058,"Bullet04","Foldable carry handle"
100058,"Bullet05","40 LEDs with output of 300 Lumens"
100058,"Casing material","Plastic"
100058,"Charger Included","Yes"
100058,"Color","White"
100058,"Color Family","Whites"
100058,"Flashlight Features","Rechargeable"
100058,"Flashlight type","Lantern"
100058,"Included","Batteries"
100058,"Lumens","300"
100058,"MFG Brand Name","Gama Sonic"
100058,"Number of Batteries Required","1"
100058,"Power Source","Rechargeable"
100058,"Product Depth (in.)","3.25"
100058,"Product Height (in.)","8.3"
100058,"Product Length (in.)","3.5"
100058,"Product Weight (lb.)","2.4"
100058,"Product Width (in.)","3.75"
100058,"Safety & Security Product Type","Flashlights & Accessories"
100059,"Bullet01","Our planters feature attached saucers with drain hole for indoor and outdoor use"
100059,"Bullet02","Hand-crafted with artisan glazes and colors"
100059,"Bullet03","Glazed finish for beauty and durability"
100059,"Bullet04","Dark blue color"
100059,"Color Family","Blue"
100059,"Color/Finish","Dark Blue"
100059,"Container Height (in.)","12.01"
100059,"Container Length (in.)","12.01"
100059,"Container Width (in.)","12.01"
100059,"Material","Ceramic"
100059,"MFG Brand Name","Unbranded"
100059,"Package Quantity","1"
100059,"Planter Features","Glazed"
100059,"Product Depth (in.)","12.01"
100059,"Product Height (in.)","12.01"
100059,"Product Length (in.)","12.01"
100059,"Product Weight (lb.)","18.7"
100059,"Product Width (in.)","12.01"
100060,"Accessory type","accessory"
100060,"Bullet01","Structural newel posts are available with flush-mount bases that bolt to any surface, or in thru-deck style for attachment to any structural member, thru-deck posts can also be used in masonry applications where core mounting is desired"
100060,"Bullet02","Underneath is a load-bearing aluminum column with a capacity of 5,000 lbs."
100060,"Bullet03","Hurricane lock post bases prevent wind uplift, and eliminate roof jacking during installation"
100060,"Bullet04","Easy to install"
100060,"Bullet05","Flush mount bases are not included"
100060,"Color/Finish","White"
100060,"Interior/Exterior","Interior/Exterior"
100060,"Material","Vinyl"
100060,"MFG Brand Name","RDI"
100060,"Product Depth (in.)","6"
100060,"Product Height (in.)","26.1"
100060,"Product Width (in.)","6"
100060,"Stair Part Type","Accessory"
100061,"Bullet Proof","No"
100061,"Bullet01","Up to seventeen times greater impact resistance than glass mirror of equal thickness"
100061,"Bullet02","Lightweight - half the weight of glass mirror of the same size and thickness"
100061,"Bullet03","Can be easily cut using standard plastic cutters and common tools around the home"
100061,"Bullet04","Easy to care for using only a mild soap and water mixture and damp soft cloth"
100061,"Bullet05","Silver mirror color"
100061,"Bullet06","Mirror must be adheared to a ridgid substrate (i.e. 1/2 in. plywood) before mounting to wall"
100061,"MFG Brand Name","Unbranded"
100061,"Mirrored","Yes"
100061,"Non-Glare","No"
100061,"Product Depth (in.)","0.118"
100061,"Product Height (in.)","36"
100061,"Product Length (in.)","24"
100061,"Product Thickness (in.)","0.118"
100061,"Product Weight (lb.)","4.02"
100061,"Product Width (in.)","36"
100061,"Shatter Resistant","Yes"
100061,"Sheet Features","Mirrored,Shatter Resistant"
100061,"Surface Type","Mirror"
100062,"Bullet01","Quick Lock sink mount allows for easy installation and disposer replacement"
100062,"Bullet02","5/8 HP Dura-Drive motor provides quiet operation and long life"
100062,"Bullet03","34.6 oz. grind chamber with stainless steel grind components offers durability in a compact size"
100062,"Bullet04","MultiGrind technology quickly grinds almost any food waste"
100062,"Bullet05","SoundSeal technology delivers Quiet performance versus a standard disposer"
100062,"Bullet06","4-year We Come to You In-Home Service Warranty covers repair or replacement by an authorized dealer"
100062,"Bullet07","Power cord is sold separately for installations where a power outlet is present, most installations are direct wired and do not use a power cord"
100062,"Bullet08","Made in the USA and available only at The Home Depot"
100062,"Certifications and Listings","1-UL Listed"
100062,"Dishwasher drain connection","Yes"
100062,"Disposer Feed","Continuous Feed"
100062,"Energy Consumption (kWh/year)","4"
100062,"Grind chamber capacity (oz.)","34.6"
100062,"Grinding Speed (RPM)","1725"
100062,"Horsepower (hp)","5/8 hp"
100062,"Kitchen Product Type","Disposal"
100062,"MFG Brand Name","InSinkErator"
100062,"Noise insulation","Yes"
100062,"Product Depth (in.)","8"
100062,"Product Height (in.)","12.13"
100062,"Product Length (in.)","8"
100062,"Product Width (in.)","8"
100062,"Stainless steel grind chamber","No"
100062,"Voltage (volts)","120"
100063,"Bulb Type Included","LED"
100063,"Bullet01","Convenient 3M tape to apply to surface"
100063,"Bullet02","Remote control included"
100063,"Bullet03","10 ft. L"
100063,"Bullet04","CSA and UL listed"
100063,"Certifications and Listings","1-UL Listed,CSA Listed"
100063,"Collection Name","Rope Light"
100063,"Color/Finish Family","Clear"
100063,"ENERGY STAR Certified","No"
100063,"Hardware Included","Yes"
100063,"Light Source","LED"
100063,"Maximum Wattage (watts)","0"
100063,"MFG Brand Name","BAZZ"
100063,"Number of Bulbs Required","1"
100063,"Product Depth (in.)","7.5"
100063,"Product Height (in.)","8"
100063,"Product Length (ft.)","10"
100063,"Product Weight (lb.)","1.1"
100063,"Product Width (in.)","13"
100064,"Antimicrobial","No"
100064,"Approximate Tile Size","6x36"
100064,"Bullet01","Cherry color finish offers the natural look of real wood plank flooring"
100064,"Bullet02","3.8 mm thickness x 6 in. width x 36 in. length"
100064,"Bullet03","4 mil wear layer"
100064,"Bullet04","Water-resistant planks can be used almost anywhere in your home"
100064,"Bullet05","Patented GripStrip design offers easy installation over most existing floors"
100064,"Bullet06","For use indoors and in temperature controlled environments only"
100064,"Bullet07","Easy to clean and maintain"
100064,"Bullet08","Refer to the installation guide for detailed instructions"
100064,"Bullet09","All online orders for this item ship via parcel ground and may arrive in multiple boxes"
100064,"Bullet10","16 planks per case"
100064,"Color Family","Red/Orange"
100064,"Color/Finish","Cherry"
100064,"Commercial / Residential","Residential"
100064,"Coverage Area (sq. ft./case)","24"
100064,"Flooring Product Type","Vinyl Plank"
100064,"Indoor/Outdoor","Indoor"
100064,"Installable over Cork Underlayment","No"
100064,"Mark Resistant","Yes"
100064,"Material","Vinyl"
100064,"MFG Brand Name","TrafficMASTER Allure"
100064,"Product Length (in.)","36"
100064,"Product Thickness (in.)","0.15"
100064,"Product Thickness (mm)","3.8"
100064,"Product Weight (lb.)","2.26"
100064,"Product Width (in.)","6"
100064,"Sample","No"
100064,"Scratch Resistant","Yes"
100064,"Shape","Plank"
100064,"Skid Resistant","Yes"
100064,"Stain Resistant","Yes"
224363,"Product Weight (lb.)","12"
224363,"Product Width (in.)","35.5"
224363,"Rough Opening Height","36"
224363,"Rough Opening Width","36"
224363,"Shape","Octagon"
224363,"Solar Heat Gain Coefficient",".22"
224363,"U-Factor",".27"
224363,"Window Type","Geometric"
224363,"Window Use Type","New Construction,Replacement"
224364,"Assembled Depth (in.)","24.25 in"
224364,"Assembled Height (in.)","44.75 in"
224364,"Assembled Width (in.)","25.5 in"
224364,"Assembly Required","Yes"
224364,"Bullet01","Eco-friendly product made with recycled materials"
224364,"Bullet02","Constructed of durable HDPE POLYWOOD lumber that provides the look of painted wood without the maintenance"
224364,"Bullet03","POLYWOOD lumber requires no painting, staining, waterproofing or similar maintenance"
224364,"Bullet04","Solid, heavy duty construction withstands nature's elements"
224364,"Bullet05","POLYWOOD lumber does not splinter, crack, chip, peel or rot and it is resistant to corrosive substances, such as oil, salt spray and other environmental stresses"
224364,"Bullet06","Commercial grade stainless steel hardware with additional xylan protective and cosmetic coating"
224364,"Bullet07","Easy to clean with soap and water"
224364,"Bullet08","Contoured for greater comfort"
224364,"Bullet09","Footrest for added comfort"
224364,"Bullet10","Available in 7 attractive, fade resistant colors"
224364,"Bullet11","20-year limited residential warranty; 1-year limited commercial warranty"
224364,"Chair Type","Bar Chair/Stool"
224364,"Collection Name","Nautical"
224364,"Commercial / Residential","Commercial / Residential"
224364,"Frame Material","Resin"
224364,"Frame Primary Finish","Black"
224364,"MFG Brand Name","POLYWOOD"
224364,"Outdoor Living Product Type","Patio Chair"
224364,"Patio Furniture Features","Adjustable backrest,Arms,UV protected,Weather resistant"
224364,"Product Weight (lb.)","35"
224364,"Seat Height (in.)","29.5"
224364,"Weight Capacity (lb.)","250 lb"
224366,"Application Method","Brush, Roller or Spray Gun"
224366,"Application Method","Brush,Roller,Spray"
224366,"Bullet01","Applies easily with a good quality brush, roller or spray gun"
224366,"Bullet02","Oil-based formula which provides superior rust-prevention, coverage and durability"
224366,"Bullet03","Gloss finish"
224366,"Bullet04","Dries to the touch in as little as 4 hours"
224366,"Bullet05","Covers up to 100 sq. ft. for your convenience"
224366,"Bullet06","Rust-preventive finish for industrial applications"
224366,"Bullet07","Provides lasting protection and beauty for your projects"
224366,"Bullet08","Cleans up with mineral spirits"
224366,"Bullet18","Online Price includes Paint Care fee in the following states: CA, CO, CT, MN, OR, RI, VT"
224366,"Coating Product Category","Paint"
224366,"Color Family","Browns / Tans"
224366,"Color/Finish","Almond"
224366,"Container Size","1 QT-Quart"
224366,"Interior/Exterior","Exterior,Interior"
224366,"MFG Brand Name","Rust-Oleum Stops Rust"
224366,"Mildew Resistant","No"
224366,"Paint & Primer in One","No"
224366,"Paint Product Type","Interior Paint/Stain"
224366,"Paint/Stain Key Features","No additional features"
224366,"Paint/Stain/Waterproofer Product Type","Rust Preventative"
224366,"Primer required","No"
224366,"Time before recoating (hours)","24"
224366,"Transparency","Solid"
224367,"Bullet01","Ideal for family rooms, living rooms, dining rooms, bedrooms and ceilings"
224367,"Bullet02","100% acrylic finish for easy cleaning"
224367,"Bullet03","Tough and durable matte finish"
224367,"Bullet04","Exceptional hide, 1 can covers up to 400 sq. ft. depending on color selected and surface porosity"
224367,"Bullet05","Easy soap and water clean-up"
224367,"Bullet06","Exceptional latex formula provides a mildew resistant finish"
224367,"Bullet07","Self priming finish that seals the surface"
224367,"Bullet08","Actual paint colors may vary from on-screen and printer representations"
224367,"Bullet18","Online Price includes Paint Care fee in the following states: CA, CO, CT, ME, MN, OR, RI, VT"
224367,"Cleanup","Soap and Water"
224367,"Color Family","Reds / Pinks"
224367,"Color/Finish","Strawberry Daiquiri"
224367,"Container Size","1 GA-Gallon"
224367,"Coverage Area (sq. ft.)","400"
224367,"Dry to touch (min.)","60"
224367,"Interior/Exterior Paint","Interior Paint"
224367,"MFG Brand Name","BEHR Premium Plus"
224367,"Paint & Primer in One","Yes"
224367,"Paint/Stain Clean Up","Soap & Water"
224367,"Paint/Stain Key Features","Mildew Resistant"
224367,"RGB Value","162:061:081"
224367,"Sheen","Flat/Matte"
224367,"Time before recoating (hours)","2"
224367,"Tint Base","Base 4"
224367,"Transparency","Solid"
224368,"Bullet01","Conforms to meet standards: ASTM D 1784, ASTM D 2665, ASTM D 3311 and NSF 14"
224368,"Bullet02","White fittings used in sanitary drain, waste, and vent (DWV), sewer and storm drainage applications"
224368,"Bullet03","Not intended for pressure use"
224368,"Bullet04","Maximum working temperature of 140°F"
224368,"Compatible Pipe Material","PVC"
224368,"Fitting or Connector Type","Tee or Wye"
224368,"Left Side Connection","Hub"
224368,"Left Side Inlet","Yes"
224368,"Left Side Size","6"""
224368,"Material","PVC"
224368,"Maximum working pressure (psi)","0"
224368,"MFG Brand Name","Charlotte Pipe"
224368,"Pipe or Fitting Product Type","Fittings & Connectors"
224368,"Product Depth (in.)","156.88"
224368,"Product Height (in.)","15.33"
224368,"Product Length (in.)","16.88"
224368,"Product Weight (lb.)","16.598"
224368,"Product Width (in.)","8.655"
224368,"Push to connect","No"
224368,"Right Side Connection","Hub"
224368,"Right Side Size","6"""
224368,"Type","Other"
224369,"Assembled Depth (in.)","19 in"
224369,"Assembled Height (in.)","40 in"
224369,"Assembled Width (in.)","19 in"
224369,"Assembly Required","No"
224369,"Bullet01","Never worry about package or mail theft again!"
224369,"Bullet02","Deposit Vault Secure Curbside Collection/Package Drop"
224369,"Bullet03","No more unnecessary and unproductive time waiting for important deliveries (DHL, FedEx, UPS, USPS, couriers, etc.)"
224369,"Bullet04","Perfect for home based salespersons, frequent travelers or after hours drop"
224369,"Bullet05","Unique security-drop door mechanism and rear key-locked storage compartment prevent access to deposited packages (U.S. patent number 6,347,737)"
224369,"Bullet06","Delivery agents simply pull open security-drop door, drop deliverable items and go no access keys, key cards or codes"
224369,"Bullet07","Constructed from heavy-duty 16-gauge galvanized-steel with durable powder coated poly-hammer finishes"
224369,"Bullet08","Stainless steel hinges and fasteners"
224369,"Bullet09","Can be enhanced during installation with decorative options to blend into architectural and landscaping themes"
224369,"Bullet10","Electrical knock-outs for underground or under floor feeds."
224369,"Bullet11","Made in the USA with recycled materials"
224369,"Color","Copper Vein"
224369,"Color Family","Multi"
224369,"Finish","Copper Vein Semi-Gloss Polyhammertone Powder Coat Finish"
224369,"Hardware Finish Family","Copper"
224369,"Letters/numbers included","No"
224369,"Lockable","Yes"
224369,"Mailbox Size","Large"
224369,"Material","Galvanized Steel"
224369,"MFG Brand Name","dVault"
224369,"Newspaper receptacle","Yes"
224369,"Outgoing mail indicator","No"
224369,"Paintable/Stainable","No"
224369,"Rear access","Yes"
224369,"Reflective","No"
224369,"Single Box Type","Freestanding"
224370,"Bullet01","Available in additional heights"
224370,"Bullet02","Installation hardware available, part # 140100100"
224370,"Bullet03","Install on any surface: wood, vinyl, stucco, brick, or fiber cement"
224370,"Bullet04","Exterior primer"
224370,"Bullet05","Prime, solid pine wood"
224370,"Bullet06","Kiln dried for durability"
224370,"Bullet08","Installation hardware, including color-coordinated screw covers, available on homedepot.com, part #140100100 (1 pack) and #440100100 (4 pack)"
224370,"Color Family","Wood"
224370,"Color/Finish","Behr Ultra Pure White"
224370,"Hardware Included","No"
224370,"Material","Pine"
224370,"MFG Brand Name","Home Fashion Technologies"
224370,"Paintable/Stainable","Yes"
224370,"Product Depth (in.)","1"
224370,"Product Height (in.)","72"
224370,"Product Thickness (in.)","1 in"
224370,"Product Width (in.)","14"
224370,"Shape","Rectangle"
224370,"Shutter Height (in.)","72"
224370,"Shutter Size","Other"
224370,"Shutter Width (in.)","14"
224371,"Bullet01","Vibrant antique copper finish resists corrosion and tarnishing to maintain a pristine appearance"
224371,"Bullet02","Single-handle faucet design for quick and easy water control with a single lever"
224371,"Bullet03","Only dispenses hot water only"
224371,"Bullet04","Whitehaus recommends using the heating tank model numbers, WH-TANK and WH-TANK2 only (not included)"
224371,"Bullet05","Fits counter tops up to 2-1/2 in. thick"
224371,"Bullet06","Durable all brass faucet construction"
224371,"Certifications and Listings","ADA Compliant,ANSI Certified,IAPMO Certified,NSF Listed"
224371,"Color Family","Copper"
224371,"Color/Finish","Antique Copper"
224371,"Commercial / Residential","Residential"
224371,"Connection size (in.)","3/8 In."
224371,"Faucet Features","Adjustable Flow Rate"
224371,"Faucet Included Components","Handles,Supply Lines"
224371,"Faucet type","Hot Water Dispenser"
224371,"Flow rate (gallons per minute)",".75"
224371,"Handle Type","Lever"
224371,"Housing Material","Brass"
224371,"Kitchen Faucet Type","Hot Water Dispenser"
224371,"MFG Brand Name","Whitehaus Collection"
224371,"Number of Faucet Holes Required","1"
224371,"Spout height (in.)","6.875"
224371,"Spout Reach (in.)","5.5 in"
224371,"Spout Type","Mid Arc"
224371,"Touchless/Touch On","Neither"
224371,"Valve material","Composite"
224372,"Bullet01","Includes 72 transplantable cells and expanding soil wafers"
224372,"Bullet02","All you need to start your seeds"
224372,"Bullet03","100% bio-degradable"
224372,"Bullet04","Reduces root shock"
224372,"Bullet05","Transplant indoors or out"
224372,"Bullet06","Promotes faster germination"
224372,"Bullet07","Promotes stronger root systems"
224372,"Bullet08","Promotes easier seed starting"
224372,"Bullet09","No added fillers"
224372,"Bullet10","Use with our 72-cell refill"
224372,"Color Family","Red"
224372,"Color/Finish","Clear Plastic"
224372,"Container Height (in.)","3.5"
224372,"Container Length (in.)","19"
224372,"Container Width (in.)","5"
224372,"Material","Spruce"
224372,"MFG Brand Name","WONDER SOIL"
224372,"Package Quantity","1"
224372,"Product Weight (lb.)","1.5 lb"
224373,"Board spacing","Joined"
224373,"Bullet01","Custom designed and hand assembled to your specifications"
224373,"Bullet02","Real look and feel of authentic wood shutters"
224373,"Bullet03","Impervious to the effects of normal weather conditions"
224373,"Bullet04","Easily installs with included mounting brackets"
224373,"Bullet05","Adds value and beauty to any home"
224373,"Color Family","Red"
224373,"Color/Finish","Cottage Red"
224373,"Hardware Included","No"
224373,"Material","Composite"
224373,"MFG Brand Name","Ekena Millwork"
224373,"Number of battens","2"
224373,"Number of boards","4"
224373,"Paintable/Stainable","Yes"
224373,"Product Depth (in.)","1"
224373,"Product Height (in.)","69"
224373,"Product Thickness (in.)","1"
224373,"Product Width (in.)","15"
224373,"Shape","Rectangle"
224373,"Shutter Height (in.)","69"
224373,"Shutter Size","Other"
224373,"Shutter Width (in.)","15"
224374,"Application Method","Spray"
224374,"Bullet01","Unlimited color choices to coordinate accessories with the colors in your home or office"
224374,"Bullet02","Great for any surface including metal, wood, wicker, most hard plastics, masonry and more"
224374,"Bullet03","Creates a smooth, durable, abrasion-resistant finish"
224374,"Bullet04","Provides excellent gloss and color retention"
224374,"Bullet05","For use on interior and exterior surfaces"
224374,"Bullet06","Customize your finish by choosing between flat, low lustre semi-gloss or gloss sheens"
224374,"Bullet07","For indoor and outdoor applications"
224374,"Bullet08","Dries in only 15 minutes"
224374,"Bullet09","Please note that on-screen and printed color representations may vary from actual paint colors, the actual paint color will also vary depending on the specific paint product, application method, gloss level, film variance, surface substrate and light source"
224374,"Bullet10","Hedrix is not offering the actual branded color or paint product for sale and has no affiliation with the color-referenced brands, Hedrix's reference to any trademark is for color comparison only"
224374,"Bullet11","Acrylic lacquer-based spray paint, cleans up with lacquer thinner, xylene or acetone, wood and other porous surfaces should be primed before painting, all surfaces should be clean and dry before painting"
224374,"Bullet12","Made in the USA"
224374,"Coating Product Category","Paint"
224374,"Color Family","Greens"
224374,"Color/Finish","Color Match of MQ6-58 Fig Tree. Available in multiple sheens."
224374,"Container Size","16 OZ-Ounce"
224374,"Coverage Area (sq. ft.)","25"
224374,"Dry to touch (min.)","15"
224374,"Interior/Exterior","Exterior,Interior"
224374,"MFG Brand Name","Hedrix"
224374,"Mildew Resistant","No"
224374,"Package Quantity","2"
224374,"Paint Product Type","Spray Paint"
224374,"Paint/Stain Base Material","Oil"
224374,"Paint/Stain Clean Up","Lacquer Thinner"
224374,"Paint/Stain Key Features","No additional features"
224374,"Paint/Stain/Waterproofer Product Type","Specialty Finish/Small Project"
224374,"Sheen","High-Gloss"
224374,"Transparency","Solid"
224375,"Bullet01","Designed for Apple computer with thunderbolt port and mini display port with dual-mode input"
224375,"Bullet02","Supports DVI, HDMI and VGA, 3 convenient outputs in one device"
224375,"Bullet03","Auto detect and plug-n-play"
224375,"Bullet04","Max resolution of 1920 x 1080p at 60Hz, 225MHz/2.25Gbps per channel (6.75Gbps all channel), 12-bit per channel (36-bit all channel) deep color"
224375,"Bullet05","Powered by Apple computer (no AC adapter required)"
224375,"Bullet06","Audio output through HDMI port for Apple computers released after 2010 please contact Apple Inc. to confirm whether your computer supports audio output"
224375,"Bullet08","Any Apple computer with an available thunderbolt port and mini display port with dual-mode input"
224375,"Cable Type","USB"
224375,"Certifications and Listings","No Certifications or Listings"
224375,"Color Family","White"
224375,"Electrical Product Type","Computer Cable"
224375,"Electronics Features","No Additional Features"
224375,"MFG Brand Name","Macally"
224375,"Product Depth (in.)","3.3"
224375,"Product Height (in.)","1.73"
224375,"Product Length (ft.)","1"
224375,"Product Length (in.)","12"
224375,"Product Width (in.)","0.54"
224376,"Art Classification","Country Charm"
224376,"Art Type","Contemporary"
224376,"Artist's name","Michael Longo"
224376,"Artwork name","Country Dream"
224376,"Beveled frame","No"
224376,"Bullet01","Print of an original work by Michael Longo"
224376,"Bullet02","Protected under glass with ivory mat"
224376,"Bullet03","Frame in washed gold finish with gold inner fillet"
224376,"Bullet04","Includes D-rings for hanging"
224376,"Deco Style","Contemporary"
224376,"Decor Product Type","Wall Decor"
224376,"Frame Material","Plastic"
224376,"Frame Primary Finish","Other"
224376,"Hanging method","Hooks"
224376,"Indoor/Outdoor","Indoor"
224376,"Inside height (in.)","36"
224376,"Inside width (in.)","36"
224376,"Limited edition","No"
224376,"Matted","Yes"
224376,"MFG Brand Name","Home Decorators Collection"
224376,"Number of pieces included","1"
224376,"Print Product Type","Framed"
224376,"Product Depth (in.)","2"
224376,"Product Height (in.)","36"
224376,"Product Weight (lb.)","18"
224376,"Product Width (in.)","36"
224376,"Wall Decor Product Type","Print"
224377,"Approximate Depth (ft.)","12"
224377,"Approximate Width (ft.)","12"
224377,"Assembled Depth (in.)","144 in"
224377,"Assembled Height (in.)","117 in"
224377,"Assembled Width (in.)","144 in"
224377,"Assembly Required","Yes"
224377,"Bullet01","81 sq. ft. coverage area shades 8 - 12 people comfortably"
