"product_uid","product_description"
101112,"The Hercules line of canopies are durable and easy to assemble. Featuring a 2 in. heavy duty A-frame design. The Hercules is great for gatherings, quick shade or used as a detachable carport.18 ft. x 20 ft. hercules canopy2 in. white powder coated frameFitted white drawstring cover - patented designUV inhibitors, fire retardant, water resistant"
101113,"The 3000K LED Mini Flush Mount Light from Lithonia Lighting has a sleek, compact low-profile design that fits almost anywhere you need light. It can be mounted to a ceiling or a wall. Choosing this energy-efficient LED lighting solution over incandescent will save you money on operating costs. Best of all, the LEDs last 50,000 hours, so you never have to change another bulb.Integrated LEDs produce 680 Lumens of bright white (3000K) light while only using 10 watt of electricityEnergy star certified for efficiency and quality7 in. low-profile design is discrete and fits almost anywhereWhite, cast aluminum housing with a white acrylic diffuser120-volt dimmable LED driver works with most incandescent dimmer switchesCUL listed to US and Canadian safety standardsMounts flush to ceiling or wall5 year limited warrantyHome Depot Protection Plan:"
101114,"Choose TrafficMASTER 12 in. x 12 in. Groutable Vinyl Floor Tile for durable, long-lasting style in your active home. The ceramic-like finish features natural textures and realistic details and is warm and quiet underfoot. The groutable rounded edge tiles provide options for your final look. Use with grout for a clean traditional finish. Without grout, the tiles provide a rich, warm and casual setting. This flooring has a self-adhering back for easy, no-glue installation.Exodus color finish offers a natural texture and realistic details3 mm thickness x 12 in. width x 12 in. lengthAppropriate grade for installation: Above grade, On grade and Below gradeCan be installed over most existing subfloorsResidential and commercial useEasy to clean and maintainCan be used with or without grout (sold separately)All online orders for this item ship via parcel ground and may arrive in multiple boxes4 mil wear layerRefer to the installation guide for detailed instructions"
101115,"The 70 Series slider buck sliding window by American Craftsman, an Andersen Company, is perfect for rooms with limited space. This modern window design will add spaciousness to your home. Both sash glide smoothly on a specially designed rolling track and are removable from inside the home, making cleaning a breeze. Available in multiple styles, this sliding window provides a contemporary solution for many of your remodeling needs.Designed for easy window replacementEnergy efficient designLow-maintenance vinyl never needs paintingDual panels operate smoothly for enhanced ventilationDurable rollers and a specially designed track make sliding easyDecorative frame adds curb appealDual weather stripping creates a weather-tight sealCustom sizes availablePROFESSIONAL WINDOW INSTALLATION - CALL &nbsp1-855-892-4386&nbsp  to get started with a free in-home consultation or   learn more about our trusted window installation service."
101116,"The Lifetime square card table builds on a classic design, improving on stability, looks, weight and durability. Lifetime card tables combine the popular folding design with superior durability. So pull up a chair, cut the deck and bring on the refreshments. The plastic surface is stain resistant and easy to clean, and the steel legs and supports ensure table stability. When the game is over, this lightweight card table folds up quickly and easily for out-of-the-way storage. Like all Lifetime tables and chairs, the Lifetime card table is constructed of only the best, high quality materials UV protected high density polyethylene (HDPE) plastic with a honeycombed tack-off design for extra rigidity and powder coated steel for indoor and outdoor use. You don't have to worry about rusting, cracking, or peeling with a Lifetime card table. Made in the USA.Powder coated steel frame to prevent deteriorationStain and fade resistant polyethylene topCard table legs folds up quickly and easily for out-of-the-way storageSturdy frame with reinforced joints to prevent wobbling10 year warranty"
101117,"Consider the Medline Adjustable Elevated Toilet Seat for a safe and convenient addition to your toilet seat. This seat features a wide and contoured surface for comfort. It also offers 2 padded arms for a secure hand support for the user.Elevated toilet seat with front clamping mechanism that locks onto toiletHelps prevent shifting of toilet seat while sitting or transferring2 padded support arms make it easier and safer for the userWide, contoured surface provides user comfortAdjustable widthSupports up to 300 lb.Fits most toilet bowls up to 15 in. longAllows seat level to be raised up to 5-1/2 in."
101118,"Heavy Duty- Assorted Remnant Commercial Carpet Tile at a fraction of the cost. Mixed and matched box of 10 carpet tiles for a unique, one-of-a-kind- flooring experience.An easy ""Do it Yourself"" project to transform your floor into a work of art using our peel and stick tiles.Each box covers 40 sq. ft.Assorted Heavy Duty Industrial/Commercial carpet tilesEasy to Install-Fast and simple- Peel and stick with water based glue- safe on most surfacesEasy to cleanTransforms any basement or garage into a carpeted room at a fraction of the cost than traditional tile or broadloomShop all Commercial Carpet or Commercial Carpet Tilescarpet tile colors will very with every box; assorted colorsShop all Commercial Carpet or Commercial Carpet Tiles"
101119,"The Rheem Performance 75 Gal. Natural Gas Tall Water Heater comes with a 75,100 BTU/hour environmentally friendly Low NOx burner that provides ample hot water for households with 5 or more people. The piezo ignition system ensures safe and easy startup. Its maintenance free combustion air intake system means there are no filters to clean and replace. A premium grade anode rod provides long-lasting tank protection. Factory installed temperature and pressure relief valve and 1 in. water connections are included with the water heater for easy installation.Due to ultra low NOx requirements from air quality management districts in the state of California, please confirm that your shipping zip code is not restricted from the use of items that do not meet local qualifications75 Gal. tank provides ample hot water for households with 5 or more peopleNatural gas water heater costs less to operate than electric modelsRecovery capacity: 72.8 GPH (delivers approximately 120 Gal. of hot water in the first hour), recovery capacity is based on a 100F water temperature rise and calculated per ANSI Z21.10.3 standards, first hour hot water delivery is based upon a 77 water temperature rise75 Gal. tank provides hot water for high demand applications and is ideal for large families6 year limited warranty on tank and parts for your convenience1 year in home labor warranty for peace of mindMaintenance free - no filter to clean or replacePiezo ignition system for no match lightingRated for installations up to 8,500 ft.Designed for easy replacement of your existing water heaterCall 1-855-400-2552 before noon for same-day service in most areas, or Visit our Water Heater Installation page for more information."
101120,"Get organized with this 5-Shelf Steel Shelving Unit. The sturdy steel construction is given an extra assist by an X-back brace and side braces to prevent swaying. It features double-bolt construction for strength, with 8 bolts per shelf. Adjust the shelves any way you like at 1.5 in. intervals. So versatile, you'll want several to get everything up off the floor.500 lbs. maximum capacity5 adjustable, ribbed shelves and posts built to hold the heaviest, bulkiest household itemsSteel with smooth, gray baked enamel finish for rust protectionTools required for nut and bolt assemblyPlastic floor protectors includedAssembly time 1+ hourMade in USA"
101121,"Clean Encounters is perfect for all kitchen countertop surfaces in one terrific product. It's streak free formula leaves kitchen countertops sparkling clean after each use. Use Clean Encounters daily for cleaning granite countertops, Corian, Silestone, Formica, marble vanities, concrete countertops, and all brands of solid surfaces, engineered stone, and laminates. Simply spray and wipe. Clean Encounters is also safe for food-handling surfaces and there is no rinsing required.Comes ready to use in a safe and economical formulaContains a unique ingredient that will penetrate and dissolve oil and grease residues from stone in kitchensWill not streak or leave any residue on the surfaceNo mixing is requiredDoes not register any alkalis, acids, or abrasives that will harm the stone"
101122,"The simple and classic design of the Contemporary towel ring provides a no frills way to hang hand towels. Not only does it keep hand towels handy and decorative towels displayed, it keeps them off the vanity top. This towel ring perfectly coordinates with contemporary bath accessories.Chrome finish creates a classic styleRing is aluminum with a polished chrome finish for a rustproof, durable finishMounting template and hardware included for an easy installationConcealed screw mounting"
101123,"3M Pro Grade Precision Advanced abrasives are now better than ever thanks to the combination of no-slip grip backing and premium mineral technology. Ideal for paint, wood and metal surfaces. Rinse and reuse. 220 grit, 4 sheets per pack.Lasts 10X longer than 3M conventional sanding sheets of comparable gritAnti-load coating for long life66% less effort when compared to 3M conventional abrasive of comparable gritUse wet or dryLess hand fatigueBacking won't slip or slideRed color will not discolor the surface your sandingFor the best results, sand with the grain of the surface and work through a sequence of grits, from coarse to very fine, skipping no more than 1 grit between each sanding step (other grits not included)Click to see full product brochure."
101124,"The Samsung OTR with a durable Ceramic Enamel Interior allows you to effortlessly remove dirt and oil while guarding against scratches from daily use. Choose the right temperature at the push of a button with Sensor Cook. Easily remove and clean your filter with one touch.1.8 cu. ft. interior accommodates large platters and dishes which typically do not fit in the average, mid-size 1.5 cu. ft. microwave1,000 Watts of cooking power and 10 cooking levels for boiling, reheating and defrosting400 CFM venting system helps enhance kitchen air quality by removing smoke, steam and odors from your cooktopDigital controls that features a digital, blue LED Display, complementing any kitchen decorSensor Cooking that provides the right temperature at the push of a button.  Whether it's the soup you just bought, last night's leftover pasta, or a frozen dinner, Sensor Cook does the thinking for you so that you get optimally heated results every timeCeramic Enamel Interior that is easy to clean, and scratch resistant.  Effortlessly remove grease and oil.  It also protects against scratches that occur from daily use and the surface prevents bacterial growthHalogen cooktop lighting provides illumination above the range with Hi, Lo, and Off settingsA Simple Clean Filter that has a convenient, easy-to-access location is simple to eject with one touch and helps you remember when to clean the filterEco Mode button conserves power by turning off display when not in use. With this feature the power consumption drops to below 0.1 WattOne (1) Year All Parts and Labor, and Ten (10) Years Parts on MagnetronClick Here for details on the services included with Delivery & Basic Hook-up and Installation options for this product www.homedepot.com/ApplianceDeliveryandInstallation"
101125,"Fun, flexible, and versatile. The Commercial Electric Color Changing LED Flexible Strip Light is limited only by your imagination. Its adhesive back and flexible body allows it to attach itself to just about any surface. Kit includes one 20-Watt driver, one remote and one 3 in. connector. Using the 60-Watt driver (OMSID 205552303, sold separately) up to 24 ft. of tape light can be connected together using 1 driver and 1 remote. Different length connectors for turning corners, jumping over obstacles, etc. are available as well. Download the FAQ.pdf for additional information, accessories and ideas. Add a little color and accent to your decor.Set to one of 15 colors, plus white or one of pre-set color changing patternsDimmable, fade, flash or strobe featuresLights remain cool to the touchAbility to cut tape to size and reconnectPeel and stick 3M adhesive backingConnector allows 90 turns around corners or jumping over seems and obstaclesIncluded power supply drives 8 ft. of tape light (max.)60-Watt driver (OMSID 205552303, sold separately) drives up to 24 ft. of tape lightAdditional connectors and accessories sold on homedepot.com (see FAQ page)Home Depot Protection Plan:"
101126,"The Glacier Bay 1-Spray 8 in. Square Showerhead in Chrome features a modern and unique design that will complement a variety of contemporary bathroom decor. Simple to use and maintain, the showerhead features a 12 in. arm and rub-clean spray nozzles that help prevent mineral build-up and easily wipe clean. Featuring an elegant chrome finish and 2.0 GPM flow rate for plenty of cleaning power, pair with similar Glacier Bay pieces for a complete, polished look.Chrome finishIncludes 12 in. stainless steel shower arm and flangeWaterSense certified 2.0 GPM flow rateRub clean spray nozzlesLimited lifetime warranty"
101127,"Whether you're painting inside or out, this 8 piece professional tray set is a great value. It contains all the essential tools to complete your entire paint project. Professional grade quality in a convenient value priced set.3/8 in. nap rollers for use with smooth to semi-smooth wallsBoth frames are threaded for use with most standard extension polesIncludes a 2 in. angled sash brush for trim workKit includes a 9 in. pro frame, 2 woven rollers, a mini roller and frame, a metal tray, clear liner and a 2 in. angle sash brush"
101128,"Cleaning your vehicle has never been so easy or fun thanks to Karcher's high-pressure washer and car-care kit. The lightweight, compact electric pressure washer delivers more than 30 times as much pressure as your garden hose, making it the perfect tool for keeping your vehicles clean of dirt and mud, in addition to easily cleaning your sidewalk, patio, driveway and deck. Attach the included Vario Power Spray (VPS) wand to easily clean a wide variety of surfaces. Simply dial up the right amount of pressure for the job. For easy application of detergents and to more quickly and thoroughly clean delicate painted surfaces, attach the included soft-bristle wash brush. The unit also features a five-piece clean kit, consisting of a dual-purpose sponge, bristle brush, rim brush, three SoapPacs, and an a ccessory bag-all created to work in tandem with the K 2.27 M pressure washer. This personal car-wash system is perfect for quickly obtaining a lustrous shine with less effort than using a garden hose and bucket.Pressure washer is an ideal choice for those who place a premium on light carrying weight and minimal storage requirementsTotal stop function on trigger gun, motor only runs while you spray, reducing noise and power consumptionUse the included dirt blaster spray wand to clean heavily soiled brick, stone, concrete, metal and other non-delicate surfacesFor less intense cleaning, use the adjustable vario power spray (VPS) wand; adjust amount of pressure; twist lowest setting for detergents20 ft. high pressure hoseHome Depot Protection Plan:"
101129,"Use the 3.16 in. x 32 in. x 48 in. in a variety of applications around the home. This panel is designed to provide the look of real bead board. Can be painted to help suit your chosen application.California residents: see&nbsp;Proposition 65 informationFor use as wainscot paneling and in kitchens, laundry rooms and garagesEucalyptus hardboard substrate superior dimensional stability, strength, and stiffnessClassic deep grooved design creates texture and an appealing patternDeeply beaded board can be installed as white paneling or painted to create your unique look"
101130,"This metal angle is commonly used for constructing bicycle racks, bed frames, motor mounts, and many other utilitarian functions. Common types of angles include: Solid, punched hole, slotted hole and solid or slotted offset. Slotted and punched hole angle is often selected for use in metal racks, storage shelving, garage door track frames and corner bracing. Angles are available in a variety of sizes and materials, and can be cut to length to suit your specific job requirements.California residents: see&nbsp;Proposition 65 information1-pieceSteel constructionZinc-plated1-1/4 in. x 48 in.Slotted hole"
101131,"Use TrafficMASTER Allure 12 in. x 36 in. Resilient Vinyl Tile Flooring to add the warm, comfortable style of real ceramic to your interior living space. This highly durable, water-resistant flooring is great for use in basements, kitchens, bathrooms and high traffic areas. The floating floor installs over most existing surfaces including concrete, wood and vinyl with no floor preparation or adhesives required. It offers a patented GripStrip design for simple installation.Yukon Tan color finish offers the natural look of real ceramic tile flooring3.8 mm thickness x 12 in. width x 36 in. lengthWater-resistant tiles can be used almost anywhere in your homePatented GripStrip design offers easy installation over most existing floorsFor use indoors and in temperature controlled environments onlyEasy to clean and maintainRefer to the installation guide for detailed instructionsAll online orders for this item ship via parcel ground and may arrive in multiple boxes"
101132,"With a generous 26 cu. ft. capacity and featuring our SpacePlus Ice System, this side-by-side refrigerator maximizes food storage space to accommodate all of your family's food. It's designed with convenient slide-out and folding shelving, tilting and adjustable door bins, and multiple crisper drawers  to help facilitate organization, so you can find just what you need in a snap. Plus, it comes with sophisticated LG styling and features like an intuitive LED display and contoured doors.Meets the minimum federal energy efficiency standardsTall water and ice dispenser with easy-access tap makes it easy to fill most pitchers and glassesThe LG SpacePlus Ice System is on the inside door, freeing up valuable space in the fresh food shelf compartments, More space means you can store more foodFood-preservation technology helps maintain optimal humidity and temperature levers so your food stays fresher longerDigital sensors constantly monitor conditions within the refrigerator to help keep things coolMulti-airflow design uses strategically-placed vents in every section to surround your food with cool air no matter where you put it4 tempered glass shelves (2 sliding) provide high visibility and easy access and cleanupHumidity-controlled crispers help maintain humidity levels to help extend the life of your fruits and vegetables4 door bins(3 gallon size) to store more, freeing up shelf spaceFor those fly-by visits to the refrigerator, the Door-in-Door feature allows you to get in and get out providing easy access to beverages and snacks. Because food can be accessed without opening the entire refrigeratorWhen you need to store tall items like wine bottles or pitchers, the folding shelf slides back to create more vertical storage space when needed. This refrigerator also features a tilting door bin in the freezer for flexible access to your frozen foodsPremium LED lighting provides a bright interior and helps save energy2 Door Side-By-Side Refrigerator has one fresh food door and one freezer door. Now with the addition of the Door-in-Door design on this refrigerator it provides easy access to beverages and snacksClick Here for details on the services included with Delivery & Basic Hook-up and Installation options for Major Appliances"
101133,"Grip-Rite drywall screws are used when installing gypsum board to wood studs. They have a sharp point to pierce through drywall, and a coarse thread design to help grab into wood studs. Once the screw has been driven, the bugle head allows for quick and easy countersinking.Made of steel constructionPhosphate coated to make driving easier, and to provide a good base for finishes such as paintBugle Philips head drivenMade to conform to ASTM C1002"
101134,"The ClosetMaid White Wall Clip Set is designed to support ventilated wire shelving and can be installed in both drywall and concrete/studs. When installing fixed-mounted shelving, the clips should be set no more than 11 in. apart to securely hold the ventilated wire shelving (sold separately). Metal screws and plastic anchors are included for installing the clips, which are constructed of white PVC for durability.Each clip holds 10 lbs.Install the 1 in. clips to the wall so the shelf sits in the grooveWhite PVC plastic construction for durabilityClips keep ventilated wire shelving secured in placeSet includes 12 clips with anchors and screws"
101135,"The House of Fara 5/16 in. 5-29/32 in. x 32 in. Primed MDF tongue & groove MDF Wainscot Paneling Works will with the W275MDF chair rail and the W375MDF base moulding. Sold in individual pieces allowing you to cover only the area you need, reducing possible waste. Paint this easy to install primed paneling to complement your decor. Its unique detail will add an architectural touch to any room or project.California residents: see&nbsp;Proposition 65 informationPrimed MDF tongue & grooveEasy to installAdds an architectural touchCover only the area you need"
101136,"Ideal for flashing applications, the Amerimax Flash Mate 10 oz. Sealant can be used with aluminum, galvanized steel, wood, copper, vinyl, asphalt, concrete and brick. It is mildew proof and will not crack.California residents: see&nbsp;Proposition 65 informationMildew proof and prevents leaksCan be paintedCan be used with aluminum, galvanized steel, wood, copper, vinyl, asphalt, concrete and brickFor use in flashing applicationsWill not crack"
101137,"This Glacier Bay Single-Handle Pull-Down Sprayer Kitchen Faucet with Soap Dispenser in Mediterranean Bronze features a transitional style with a smooth and simple curved design. It complements a wide range of kitchen decor. This faucet is easy to use with single water control and a spout with a high arc for ample sink clearance. Its pull-down sprayer offers plenty of reach for cleaning the sink, rinsing dishes or filling pots and pans. A ceramic disc enables drip-free performance and is easy to install.Mediterranean Bronze finish to complement a wide variety of kitchen decorating stylesCeramic disc cartridge for drip-free performancePull-down sprayer and included soap dispenser for versatility and convenienceADA-compliant lever handle for ease of use and safetyEasy to installDurable construction for years of useLimited lifetime manufacturer warranty"
101138,"The Evolution Pedestal Basin is the transitional building block to any spectacular modern bath. This pedestal sink is perfect for both a powder room or palatial master bathroom. Well restrained and perfectly balanced describes the Evolution Pedestal Basin.Durable and easy-to-clean vitreous china constructionFaucet ledge with generous shelf areaRear overflowSoap/accessory ledge"
101139,"The Woodgrain Millwork 11/16 in. x 2-3/4 in. x 96 in. WG1001 Primed Finger-Jointed Chair Rail adds architectural interest to your walls. Primed Finger-Jointed WG1001 Chair Rail is used to create two separate spaces on a wall allowing two finishes with clean lines. The chair rail also has the added benefit of protecting your walls from marks caused by chairs.California residents: see&nbsp;Proposition 65 informationSmooth, consistent surface is free from knots and is ready to finishCan be painted with any high quality latex based paintInstalls with common woodworking toolsAn easy way to add visual interest to any interior wall"
101140,"Bring a classic look to your fireplace with a hearth pad from American Classics. Our hearth pads are crafted from a variety of quality stone and ceramics expertly finished for maximum durability. This hearth pad features a 6 sided shape made from a high-quality tile.Overall dimensions of 40 in. x 40 in.Type 1 panel with non-combustible substrate1 in. heavy duty steel frameAdds charm to your stove installation while protecting flammable surfacesCan be used with any wood or pellet stoveAttractive finish works well with many interior designs"
101141,"Every doggy needs their own den. The Doggy Den Dog House sets up in minutes. Although this den has a closing door, your doggy will prefer to leave it open using the hook attachment. Pet Squeak Wood Dog Houses are designed to be affordable, durable, easy to assemble and comfortable for your pet. The primary wood in Pet Squeak Dog Houses is Cunninghamia Lanceolata, commonly referred to as ""White Cedar"" or ""Stained Whitewood"". This special wood is renowned for it's strong fresh aroma, pest resistance and appearance. All our dog houses are sealed using non-toxic, pet safe sealer. You may also paint over the finish to customize the Dog House to your liking. Overall external dimension is inclusive of the roof, which will have an overhang.Easy assemblySolid wood, fir constructionLightweight and durableRaised floorNaturally weather-resistantNon toxicSheet lined inner-roofExample size of dog suitable for this house: 51 lbs. - 80 lbs. golden retrieverInternal: 26.25 in. W x 31.5 in. D x 29 in. HDoor opening: 11.75 in. W x 15.5 in. H"
101142,"The 9 in. x 1/4 in. Polyester Adhesive Roller Cover has a hard texture, making it ideal for applying all types of adhesives to smooth surfaces. It can be used for stippling and applying sand paints.Polyester roller cover with a hard textureIdeal for smooth surfacesPerfect for applying adhesives and sand paintsWorks as a stippling toolCan be used with caulking9 in. length covers more surface area in fewer strokesClick here to learn more about roller covers"
101143,"This Haier 8,000 BTU cooling portable air conditioner features quiet cooling ample to cover a room about 250 sq. ft. Also the air conditioner functions as a dehumidifier removing up to 70 pt. of moisture a day. This unit features eco-friendly refrigerant and is free of any lead and mercury making it RoHS complaint. It has casters making it easy to roll, a remote 24 hour timer, and a 46 in. extended window exhaust kit.Auto-evaporation allows continuous operation without the need of water removal3 operational modes cool, dehumidify and fan3 cooling speeds and 3 fan speedsModel includes a 46 in. extended window kit to exhaust the unitFits double hung and casement windowsUltra compact designFull function remote controlAdjustable air dischargeBlue LCD displayWashable filter24 hour on/off timerHome Depot Protection Plan:"
101144,"Samsung's groundbreaking 5.2 cu. ft. high efficiency top load washer with Activewash is a true game changer in the laundry room. This washer has a built-in sink for prewashing your clothes. No more soaking clothes in the sink and getting water all over the floor when transferring garments from the sink to the washer. This one-stop solution for all your treating and prewashing needs comes complete with water jet and scrubbing board. This washing machine also features AquaJet Deep Clean Technology that cleans your clothes deeply, but gently. And with Super Speed technology, you can get your laundry done in as little as 36 minutes, without sacrificing the quality of the wash.5.2 cu. ft. stainless steel basket handles bigger loads to let you enjoy more time in the living room instead of the laundry roomSwirl Drum - Clothes last longer (smaller holes in the washer drum help prevent fabric from getting caught and damaged)Aquajet Deep Clean - Cleans your clothes deeply but gently; powerful water jets wash even your biggest loads thoroughly; even your most delicate fabrics get an amazing rinse15 cycles: Eco Wash, Normal, Super Speed, Niagara Wash, Waterproof, Deep Steam, Heavy Duty, Perm Press, Deep Clean, Sanitize, Allergen, Towels, Bedding, Brilliant Whites, Stain AwayENERGY STAR meets strict energy efficiency specifications set by the governmentElectronic controls including a digital time remaining display are easier to operate and keep you informed of the laundry progressPreset cycles automatically select soil and spin levels to optimize washing performanceThis dedicated cycle saves 40% of wash time - without sacrificing qualitySoiled clothes can sit in the built-in sink for prewashing and drop seamlessly into the drum below with no messSelf-Clean - Keeps your washer smelling fresh (keeps your washer tub fresh by removing dirt and bacteria without harsh chemicals; sends reminders to lean the tub every forty wash cycles)VRT (Vibration Reduction Technology) - virtually silent washing; so quiet, you'll hardly know your washer is onDirect Drive Motor - Quieter and longer lasting (hi-tech beltless/gearless motor reduces wash vibration and noise; makes washer quieter and more durable)Click Here for details on the services included with Delivery & Basic Hook-up and Installation options for Major Appliances   Activewash A built-in sink for prewashing conveniently tucked under the washer lid VRT Vibration Reduction Technology offers virtually silent washingSuper SpeedWash a full load in just 36 minutes without sacrificing quality  AquaJet Deep CleanDeeply cleans your biggest loads and delicate fabrics Swirl DrumSmaller holes help clothes last longerSelf CleanKeeps your washer smelling fresh without harsh chemicals"
101145,"Provide you with the perfect solution for all your project needs. These boards combine the highest grade available in the market with unsurpassed quality of finish, making them ideal for any interior application. These boards have no knots, so every part of the board is useable with no need for wasteful, annoying cutting, meaning great value for money. The knot-free surface allows for easy finishing, whether painting, staining or varnishing your project. Radiata Pine is well known for its excellent workability, easy nailing/screwing, glue holding and superb paint finish. Originally from Monterey, California, Radiata Pine is today sourced from commercially grown tree farms in New Zealand. These forests are FSC certified, meaning they are managed on a completely renewable basis.California residents: see&nbsp;Proposition 65 informationEnvironmentally friendly - FSC certified, tree farmed, pruned radiata pineSuperior quality - clear, moulding quality finish on 4 sides, no wane, twist, cupping or bowingUses - interior trim/mouldings, furniture, wainscoting, shelving, hobby/crafts, picture framesEasy to use - easy to cut, nail and glue, takes paints and stains beautifullyNote: Product may vary by store"
101146,"The MOEN Brantford Towel Ring in Oil-Rubbed Bronze features a wall-mounted design and can support up to 22 lb. The sturdy zinc base boasts an attractive oil-rubbed bronze finish for classic look, and this towel ring includes mounting hardware for convenient installation.Wall-mounted design saves counter spaceOil-rubbed bronze finishZinc construction provides durabilityHolds up to 22 lb.Coordinates with Moen Brantford faucets and bath accessories (sold separately)The pro-fit installation system eliminates set-screws for fast and sturdy mountingIncludes mounting hardware for easy installation"
101147,"NanoPave JSS is a revolutionary 2-in-1 joint stabilizer and sealer product for use with pavers, natural stone, and flagstone. NanoPave JSS creates a strong, durable bond in common sand or crushed stone jointing materials for joints up to 4 in. NanoPave JSS is a UV resistant, VOC-free sealant that protects and helps maintain the natural beauty of most paving surfaces.Ghost: Natural Look FinishCoverage rates up to 100 ft. /gallon - Water-based, VOC-free, nano-polymer technologyFast curing, long-lasting protection with ultra-high clarity - Extreme temperature application range [40F - 90F]Suitable for application to dry or damp surfaces - Resistant to blushing, staining, and crackingFormulated to penetrate and stabilize joints up to 4 in. - Industry leading, advanced formula JSSEasy to apply using standard equipment"
101148,"This 25.5 cu. ft. Samsung French door refrigerator has a beautiful, sleek design that fits any kitchen decor and has enough room to fit up to 26 bags of groceries. Twin Cooling Plus utilizes independent cooling systems for the refrigerator and freezer to maintain higher humidity in the refrigerator to keep produce fresher longer, and dry freezer conditions to prevent freezer burn in frozen foods. Ice maker in freezer produces 4 lbs. of ice per day (filter is external and sold separately).  Enjoy tremendous flexibility in food storage with 5 tempered spill-proof glass shelves, gallon size door bins, and 2 humidity-controlled produce crispers. High-efficiency LED Lighting illuminates virtually every corner of your refrigerator.Energy Star qualified, exceeding federal guidelines for energy efficiency and saving you moneyThe ice maker located in the freezer produces 4 lbs. of filtered ice per day (filter is external and sold separately) and can store 4.2 lbs.Twin Cooling Plus utilizes dual evaporators and independent cooling systems for the refrigerator and freezer to maintain higher humidity in the refrigerator to keep perishable fruits and vegetables fresher longer. The freezer is kept dryer for less freezer burn and better tasting frozen foodsDigital sensor controls are located at the top of the refrigerator make it easy to adjust the temperature without having to move stored items out of the wayThis refrigerator has 5 Tempered glass and spill-proof shelvesThis refrigerator contains 2 humidity controlled crispers which help preserve the freshness of fruits and vegetablesRefrigerator door storage has 6 white gallon sized bins, providing more shelf space25.5 cu. ft. total capacity is enough to store up to 26 bags of groceries. Refrigerator is 17.6 cu. ft., and freezer is 7.9 cu. ft.EZ-Open freezer handle makes it easy to open your fully stocked freezer. The freezer drawers are solid, molded plastic so that ice crystals don't fall to the floorDoor alarm notifies you if the refrigerator or freezer is left open. Power Freeze and Power Cool options offer decreased time to freeze/cool down your food in the refrigerator and freezer compartments. Energy Saver option helps conserve energy. If condensation occurs on the doors, turn the Energy Save function offContoured doors, hidden hinges, and sleek and comfortable handles provide a premium exterior. Tempered Glass Shelves and High-Efficiency LED lighting provide a luxurious interiorHigh-Efficiency LED lighting is brighter, cooler, and more energy efficient; while gently brightens every corner of your refrigerator3-Door French Door Refrigerator has two fresh food doors and one bottom mount freezer drawerClick Here for details on the services included with Delivery & Basic Hook-up and Installation options for Major Appliances"
101149,"Work more efficiently with this versatile right-angle drill/driver from Milwaukee. With a head size of just 3-3/4 in. and weighing only 2.43 lbs. this drill/driver is compact and lightweight for drilling and fastening in tight spaces. Despite its size, it delivers 100 in. lbs. of torque.Includes a 2415-20 M12 lithium-ion 3/8 in. cordless right-angle drill/driver, 48-11-2401 M12 REDLITHIUM battery, 48-59-2401 M12 lithium-ion battery charger and carrying caseVariable-speed motor generates a maximum 800 RPM3/8 in. single-sleeve ratcheting chuck allows quick and easy bit changes and maximum grippingInnovative electronic clutch features 11 settings and a drill mode for complete control in fastening applicationsBuilt-in LED illuminate your work surface and indicate clutch positionExtended paddle switch provides convenience and comfort no matter what the job requiresLithium-ion battery recharges in 30 minutes for quick reuse and features a fuel gauge that displays the remaining battery lifeCompatible batteries: compact 1.5Ah (48-11-2401), compact (48-11-2420), extra capacity 3Ah (48-11-2402) and extended capacity 4Ah (48-11-2440)Compatible chargers: M12/M18 multi-voltage (48-59-1812), M12 AC/DC (2510-20) and M12 30 minute (48-59-2401)5-year limited manufacturer warranty on the tool3-year limited manufacturer warranty on the batteryCompatible chargers: M12/M18 multi-voltage (48-59-1812), M12 AC/DC (2510-20), M12 30 minutes (48-59-2401)Includes: (1) 2415-20 M12 cordless lithium-ion 3/8 in. right angle drill/driver, (1) 48-11-2401 M12 REDLITHIUM battery, (1) 48-59-2401 M12 lithium-ion battery charger, (1) carrying caseHome Depot Protection Plan:"
101150,"The graceful arc and simple detailing of the Porter 1-Handle Tub and Shower Faucet from Delta offer a traditional yet timeless elegance. The single-handle design makes temperature adjustment easy, while the Monitor Scald-Guard valve helps maintain a constant temperature so you and your family can enjoy safe and comfortable showers every day. This environmentally friendly design is also WaterSense certified to reduce water waste, making it an efficient and responsible choice for your home.California residents: see&nbsp;Proposition 65 informationSingle lever handle allows for precision temperature settingTub spout reaches 6 in. for easy accessBrushed nickel finish offers a smooth, versatile appearanceMonitor Scald-Guard maintains a balanced pressure of hot and cold water even when a valve is turned on or off elsewhere in the systemMeets WaterSense criteria for water conservation without sacrificing performanceADA compliant for safety and ease of use3-spray settings include massaging, full body and full with massage120 maximum handle rotation for precise, custom temperatureField adjustable means to limit handle rotation into hot water zoneComes complete with MultiChoice valve body and handle for convenienceFaucet and finish lifetime limited warranty"
101151,"The Cimarron collection combines the best of traditional and contemporary design for a versatile look that complements a range of bathroom styles. Beveled edges and simple lines enhance the uniquely shaped basin. This pedestal sink is constructed of Vitreous China for lasting beauty and exceptional durability and includes mounting hardware for easier installation.Generous interior basin and deck sizeConstructed of vitreous chinaPedestal designed to conceal water supplies and drainFaucet not includedIncludes mounting hardwareCombination consists of K-2363-8 Cimarron lavatory basin and K-2364 Cimarron lavatory pedestalComplements the Cimarron collection"
